0.56364	2.82279	1.28584	0.59227	4.18454	1.83007	0.32392	5.83812	0.00319	91.95533	0.00027	1
0.67885	1.96979	1.28183	0.71012	3.81295	1.79591	0.28549	6.29458	0.00178	124.57962	0.00026	1
0.24145	2.75445	1.77458	0.51038	6.39351	2.39397	0.29364	6.51722	0.00157	124.40658	0.00034	1
0.73403	1.77209	1.28021	0.74916	3.66685	1.75608	0.28737	6.2074	0.00173	136.70321	0.00023	1
0.51528	2.75947	1.30335	0.59499	4.3765	1.91135	0.30277	6.20069	0.00363	141.18888	0.00029	1
0.63087	2.04874	1.301	0.69115	3.9553	1.83704	0.28055	6.51363	0.00198	142.23888	0.00025	1
0.55051	2.51973	1.29345	0.62503	4.23417	1.89459	0.29339	6.43553	0.0019	123.35204	0.00026	1
0.54734	2.24639	1.33566	0.65142	4.24639	1.91412	0.30097	6.1982	0.00215	135.41218	0.00024	1
0.56833	2.57111	1.29353	0.61874	4.16723	1.8564	0.31359	5.87672	0.00291	100.32119	0.00026	1
0.51279	2.52907	1.29222	0.62418	4.3871	1.96239	0.31429	6.2167	0.00237	121.91659	0.00033	1
0.59395	2.57187	1.29468	0.61837	4.07639	1.81501	0.31576	5.90345	0.00273	136.35075	0.00021	1
0.42874	2.87884	1.32209	0.57838	4.79791	2.0596	0.30771	6.0307	0.00354	153.06864	0.00033	1
0.54274	2.2968	1.29332	0.6547	4.26436	1.94503	0.2969	6.48	0.00212	132.43649	0.00026	1
0.59878	2.20652	1.292	0.6683	4.05991	1.86707	0.29009	6.58274	0.00175	151.16346	0.00029	1
0.64584	1.96853	1.2858	0.70925	3.90919	1.83859	0.32906	6.04598	0.00244	85.2795	0.00036	3
0.59594	2.19978	1.29032	0.66976	4.06957	1.87381	0.3078	6.10145	0.00251	78.63654	0.00031	3
0.64876	2.05131	1.28386	0.69531	3.9004	1.8232	0.32117	5.93381	0.00291	91.15845	0.00029	3
0.66127	1.98814	1.28389	0.70627	3.86333	1.81542	0.3062	6.18338	0.00181	84.94968	0.00028	3
0.58552	2.27681	1.28802	0.65892	4.10561	1.87968	0.29155	5.92813	0.00348	112.01551	0.00028	3
0.58005	2.22521	1.28995	0.66601	4.12493	1.89546	0.30267	5.81283	0.00387	110.8054	0.00028	3
0.60636	2.26096	1.28315	0.66248	4.03445	1.85311	0.31899	5.61952	0.00626	113.89928	0.00031	3
0.61548	2.17099	1.28353	0.67596	4.00446	1.85323	0.30604	6.26085	0.00181	110.16311	0.00033	3
0.5888	2.17218	1.28938	0.67424	4.09418	1.89026	0.2945	6.06211	0.00348	110.17119	0.00035	3
0.6095	2.10363	1.2857	0.68612	4.02405	1.87139	0.29972	5.97037	0.00271	124.77919	0.00029	3
0.59367	2.08903	1.28541	0.68859	4.07733	1.89872	0.29431	6.22676	0.00256	100.60904	0.00035	3
0.60341	2.14001	1.28928	0.67932	4.04431	1.87242	0.28206	6.3468	0.00197	98.38617	0.00031	3
0.55728	2.34844	1.2858	0.64935	4.20837	1.91659	0.3087	6.01907	0.00244	101.35554	0.00029	3
0.59279	2.10134	1.29174	0.68489	4.08037	1.8935	0.30602	6.00867	0.00276	105.52819	0.00031	3
0.6161	1.9011	1.28999	0.72054	4.00243	1.88984	0.2801	6.25241	0.00223	119.3962	0.0003	3
0.63561	2.0197	1.2835	0.70083	3.94052	1.84709	0.2832	6.06003	0.00261	109.78569	0.00032	3
0.61862	2.1618	1.28465	0.6771	3.99429	1.84916	0.30892	5.84539	0.00391	105.47094	0.00031	3
0.60566	2.10687	1.28619	0.68546	4.03678	1.87643	0.3029	6.11935	0.00236	104.74471	0.00039	3
0.60463	2.08214	1.285	0.68984	4.04021	1.88283	0.30262	5.96588	0.00296	105.90515	0.00031	3
0.53547	2.28629	1.29345	0.65617	4.29322	1.95985	0.31238	5.9738	0.00305	117.56889	0.00029	3
0.60188	2.10522	1.28787	0.68528	4.04945	1.88136	0.30651	6.15272	0.00233	113.5345	0.00028	3
0.59326	2.1525	1.28627	0.67814	4.07875	1.88856	0.29726	5.8248	0.00421	115.95774	0.00033	3
0.56965	2.40776	1.2825	0.64213	4.16242	1.88847	0.29477	5.7411	0.00421	112.43728	0.00028	3
0.65184	1.98177	1.28427	0.70729	3.89115	1.82919	0.28012	6.18098	0.00268	113.23463	0.00033	3
0.4986	2.57266	1.46054	0.58211	4.4491	1.86497	0.3129	6.12867	0.0024	95.27272	0.00033	3
0.58619	2.17477	1.28293	0.67553	4.10327	1.8988	0.28261	6.69496	0.00136	134.85024	0.00037	2
0.56823	2.3618	1.28312	0.64819	4.16762	1.89784	0.27555	6.45186	0.00187	131.26635	0.0004	2
0.3384	2.50247	1.6159	0.56113	5.40051	2.16517	0.2784	6.65911	0.00146	135.13134	0.00036	2
0.10681	6.57629	2.90107	0.25834	9.61265	2.15553	0.27821	6.8525	0.00102	109.31005	0.00039	2
0.57675	2.19617	1.28623	0.67137	4.13672	1.90834	0.29354	6.39036	0.00203	131.45927	0.0003	2
0.56285	2.505	1.28382	0.62922	4.1875	1.8831	0.29075	6.52329	0.00155	128.16531	0.00033	2
0.57484	2.54846	1.28037	0.62467	4.1436	1.85894	0.28012	6.20368	0.00245	121.07674	0.00036	2
0.61866	2.19763	1.28124	0.67245	3.99413	1.84592	0.27584	6.32487	0.00197	108.50416	0.00035	2
0.63755	1.8444	1.39107	0.70445	3.93453	1.79726	0.29319	6.46297	0.00148	97.84295	0.00039	2
0.61839	2.16872	1.28405	0.67618	3.99501	1.84885	0.27375	6.63012	0.00143	128.85744	0.00037	2
0.58603	2.04422	1.28801	0.6954	4.10383	1.91634	0.27924	6.22445	0.0032	137.89172	0.00033	2
0.61008	2.03694	1.28488	0.69748	4.02212	1.88162	0.27465	6.57014	0.00151	124.05986	0.00038	2
0.56878	2.47783	1.28153	0.63322	4.16559	1.87929	0.28789	6.17659	0.00279	114.06695	0.00037	2
0.55788	2.43812	1.28632	0.63717	4.2061	1.90049	0.30267	6.17724	0.00329	124.35655	0.00036	2
0.58575	1.61054	1.46963	0.73344	4.10481	1.85737	0.29298	6.39572	0.00183	113.73631	0.00035	2
0.60778	2.37437	1.27784	0.6478	4.02973	1.83685	0.27996	6.21813	0.00285	116.18203	0.00033	2
0.58605	2.35371	1.28304	0.64932	4.10378	1.87012	0.27959	6.64912	0.00135	115.92077	0.00041	2
0.60759	1.31839	1.48263	0.80708	4.03037	1.84978	0.27502	6.31498	0.00233	118.33939	0.00038	2
0.55213	2.44962	1.28894	0.63502	4.22795	1.90654	0.29346	6.28574	0.00239	104.26972	0.00036	2
0.29494	2.78001	2.51639	0.42662	5.7847	1.815	0.2882	6.50212	0.00157	108.87217	0.00039	2
0.57462	2.15577	1.28261	0.67859	4.14436	1.92115	0.28346	6.46543	0.00211	146.06618	0.00036	2
0.61238	2.29235	1.28142	0.65837	4.01457	1.84027	0.29121	6.35975	0.00195	117.90012	0.00034	2
0.54428	2.28023	1.49705	0.61073	4.25833	1.80785	0.28122	6.30936	0.00216	121.70512	0.00031	2
0.63773	2.25354	1.27909	0.66462	3.93397	1.81097	0.28731	6.26248	0.00276	96.32037	0.00037	2
0.50237	2.37175	1.45503	0.60741	4.43238	1.8938	0.28862	6.44033	0.00201	115.32338	0.00037	2
