0.61974,0.053577,0.082543,0.73624,0.17628,0.47718,0.38069,0.29829,0.2158,0
0.63609,0.049358,0.067193,0.75741,0.16651,0.47924,0.65632,0.32837,0.32343,0
0.73889,0.043451,0.048157,0.78704,0.11079,0.40012,0.64573,0.16284,0.11976,0
0.65532,0.054635,0.053198,0.74866,0.15541,0.46636,0.64053,0.43546,0.45879,0
0.75728,0.060067,0.040331,0.73935,0.10168,0.37231,0.47355,0.373,0.29779,0
0.69515,0.046042,0.068096,0.76743,0.13344,0.42052,0.60393,0.26166,0.16542,0
0.66451,0.06425,0.065162,0.71423,0.1502,0.4334,0.45859,0.32738,0.30031,0
0.62638,0.05946,0.080888,0.71959,0.17227,0.46441,0.38261,0.27171,0.20688,0
0,0.78826,0.97201,0,1,0.13547,0.43932,0.85951,0.95427,0
0.48017,0.083718,0.039729,0.6764,0.27118,0.65654,0.12222,1,0.94568,0
0.7006,0.072035,0.039654,0.70632,0.13051,0.41228,0.38497,0.73306,0.66137,0
0.2817,0.089684,0.39827,0.51778,0.46063,0.63181,0.32188,0.69662,0.62048,0
0.69157,0.076147,0.040181,0.69531,0.13533,0.41537,0.19568,0.73914,0.66202,0
0.67353,0.074982,0.032957,0.70209,0.14525,0.44257,0.04282,0.86519,0.78845,0
0.63251,0.06368,0.055455,0.72086,0.16861,0.47759,0.12788,0.71462,0.63815,0
0.67557,0.065498,0.04462,0.72156,0.14407,0.44061,0.24627,0.59252,0.49819,0
0.70451,0.076111,0.025658,0.70308,0.12844,0.41712,0.069366,0.88315,0.90351,0
0.76868,0.06589,0.021595,0.73299,0.096101,0.37324,0,0.91127,0.9186,0
0.64562,0.079712,0.040632,0.68586,0.16099,0.45771,0.087843,0.85958,0.9635,0
0.62111,0.081162,0.036193,0.68459,0.17542,0.48707,0.054783,0.78532,0.92967,0
0.66621,0.059009,0.069451,0.72693,0.14926,0.43381,0.68964,0.31347,0.29711,0
0.63557,0.053601,0.081716,0.73652,0.16688,0.4607,0.37351,0.29381,0.20786,0
0.63643,0.049121,0.067795,0.75769,0.16638,0.47862,0.66089,0.32673,0.3206,0
0.73753,0.044022,0.04763,0.78549,0.11147,0.40136,0.63863,0.16032,0.11589,0
0.65277,0.054671,0.053499,0.74824,0.15693,0.46884,0.63527,0.42752,0.45104,0
0.77413,0.059876,0.040105,0.74005,0.093482,0.35737,0.4669,0.36885,0.29837,0
0.70145,0.045626,0.067344,0.76926,0.13012,0.41547,0.60803,0.25805,0.16119,0
0.67353,0.064274,0.065011,0.71423,0.14523,0.42423,0.45834,0.32761,0.30077,0
0.63796,0.059912,0.082995,0.71719,0.16547,0.44937,0.37856,0.27151,0.20574,0
0.11217,0.476,1,0.079735,0.7201,0.11456,0.4449,0.86096,0.96314,0
0.56051,0.084395,0.039955,0.67471,0.21367,0.54929,0.13455,0.99652,0.95249,0
0.67694,0.071179,0.039729,0.70858,0.14331,0.437,0.3846,0.72655,0.65105,0
0.44477,0.086439,0.38066,0.5302,0.2993,0.39446,0.32582,0.69442,0.62154,0
0.69311,0.075992,0.039503,0.69602,0.13454,0.41475,0.20897,0.73314,0.66039,0
0.67081,0.074935,0.033108,0.70209,0.14677,0.44525,0.041527,0.85859,0.7839,0
0.62894,0.063478,0.05553,0.72142,0.17078,0.48182,0.14167,0.71126,0.64265,0
0.67762,0.064725,0.04319,0.72453,0.143,0.44102,0.2528,0.59185,0.50148,0
0.71234,0.076396,0.026035,0.70209,0.12433,0.40867,0.080569,0.88684,0.91049,0
0.76919,0.065474,0.021219,0.73441,0.095918,0.37375,0.022889,0.9093,0.92899,0
0.62417,0.08033,0.040858,0.68431,0.17364,0.48007,0.094989,0.85924,0.95444,0
0.61566,0.081364,0.037397,0.68346,0.17874,0.49171,0.063989,0.78531,0.92956,0
0.65566,0.059104,0.069526,0.72664,0.15525,0.44463,0.6921,0.31291,0.29751,0
0.64323,0.054611,0.053348,0.74852,0.16238,0.47924,0.60668,0.45021,0.47432,0
0.65157,0.055681,0.053198,0.74541,0.15758,0.46925,0.60123,0.45491,0.47958,0
0.66979,0.064512,0.065312,0.71338,0.14729,0.42753,0.42434,0.3593,0.32977,0
0.67353,0.064856,0.065914,0.71211,0.14525,0.42268,0.42385,0.35575,0.32669,0
0.64102,0.04981,0.067419,0.75572,0.16366,0.47306,0.6165,0.3559,0.35582,0
0.63677,0.049382,0.066516,0.75769,0.16617,0.47924,0.61935,0.3539,0.34999,0
0.64545,0.080188,0.041159,0.68445,0.16112,0.45689,0.087175,0.88931,0.99915,0
0.64272,0.079582,0.040256,0.68642,0.16266,0.46142,0.087653,0.88953,1,0
0.57872,0.043879,0.083371,0.7663,0.20179,0.53456,0.78037,0.27447,0.2837,1
1,0.00024958,0,0.99929,0,0.26393,0.85555,0.38921,0.34245,1
0.23847,0.044367,0.1775,0.71747,0.51497,1,0.78545,0.49507,0.49813,1
0.04017,1,0.33303,0.036128,0.88418,0.23468,0.84641,0.29519,0.40452,1
0.68204,0.028714,0.038826,0.84547,0.14056,0.48017,1,0.36067,0.52728,1
0.75557,0.046019,0.024831,0.79184,0.10252,0.40486,0.94678,0.27647,0.4025,1
0.74383,0.043879,0.080135,0.76799,0.1083,0.36469,0.71598,0.29508,0.19451,1
0.67064,0.078643,0.025056,0.69687,0.1468,0.44865,0.50739,0.44531,0.47271,1
0.56596,0.081543,0.037848,0.68275,0.21019,0.54909,0.71461,0.080165,0.13325,1
0.512,0.14351,0.16072,0.5048,0.24743,0.40703,0.93799,0.29766,0.43657,1
0.42826,0.085833,0.22807,0.58651,0.31318,0.54095,0.88194,0.22389,0.33842,1
0.52749,0.126,0.82882,0.34872,0.23632,0,0.71066,0.48674,0.53116,1
0.38928,0.058854,0.12054,0.70152,0.34785,0.744,0.61469,0.25515,0.33687,1
0.70247,0.038697,0.041084,0.80737,0.12954,0.44741,0.73276,0.38005,0.48238,1
0.50672,0.044557,0.10926,0.75049,0.25125,0.59854,0.28342,0.36048,0.29862,1
0.72613,0.033884,0.061249,0.81301,0.11721,0.40898,0.35397,0.33662,0.31162,1
0.73345,0.073722,0.040858,0.70124,0.11357,0.37746,0.62605,0.1393,0.18614,1
0.75966,0.070549,0.032205,0.71423,0.10053,0.36551,0.76027,0.18899,0.23041,1
0.68136,0.085869,0.049436,0.66624,0.14093,0.40394,0.7003,0.0024207,0.0021528,1
0.74706,0.057072,0.028969,0.75459,0.10671,0.39631,0.8023,0.16798,0.14656,1
0.61157,0.04401,0.083597,0.76574,0.18118,0.49603,0.77373,0.27405,0.28715,1
0.97106,0,0.00097818,1,0.010605,0.28382,0.8519,0.38603,0.33691,1
0.27932,0.046137,0.16238,0.71916,0.46338,0.92284,0.78127,0.49621,0.50094,1
0.23847,0.044367,0.1775,0.71747,0.51497,1,0.78545,0.49507,0.49813,1
0.408,0.33816,0.084575,0.3236,0.33088,0.34594,0.84878,0.29203,0.40663,1
0.04017,1,0.33303,0.036128,0.88418,0.23468,0.84641,0.29519,0.40452,1
0.6914,0.026242,0.044319,0.85168,0.13548,0.46698,0.99632,0.35808,0.52128,1
0.68204,0.028714,0.038826,0.84547,0.14056,0.48017,1,0.36067,0.52728,1
0.69123,0.044117,0.025056,0.79805,0.13554,0.46946,0.93095,0.2704,0.39446,1
0.73855,0.043582,0.080286,0.76884,0.11092,0.36963,0.70964,0.29221,0.1895,1
0.69345,0.078952,0.024755,0.69616,0.13436,0.42536,0.49047,0.44042,0.46478,1
0.56034,0.081638,0.038149,0.68233,0.21386,0.55537,0.70541,0.0745,0.12345,1
0.49617,0.13508,0.17509,0.51298,0.25911,0.42598,0.92096,0.29231,0.43663,1
0.44409,0.08594,0.23085,0.58524,0.29996,0.51592,0.88719,0.22758,0.35072,1
0.74298,0.032743,0.054176,0.8212,0.1087,0.40084,0.70935,0.48432,0.53084,1
0.38706,0.058664,0.12084,0.70195,0.34979,0.7475,0.60424,0.25462,0.34156,1
0.69549,0.038483,0.040331,0.80864,0.13331,0.45555,0.73262,0.3758,0.47714,1
0.51013,0.044866,0.11061,0.7488,0.24871,0.59225,0.28293,0.35933,0.29819,1
0.72613,0.033884,0.061249,0.81301,0.11721,0.40898,0.35397,0.33662,0.31162,1
0.73174,0.073889,0.041008,0.70068,0.11443,0.3787,0.6396,0.13824,0.18899,1
0.75983,0.070644,0.032581,0.7138,0.1004,0.36479,0.7567,0.18649,0.22477,1
0.68034,0.086665,0.048834,0.66469,0.14151,0.40455,0.70389,0,0,1
0.73991,0.056073,0.029872,0.75713,0.11021,0.40321,0.79005,0.16601,0.14501,1
