0.55695 0.28804 0.01028 0.48316 0.17610 0.50531 0.06847 0.64403 0.23754 0.89453 0.27027 0.00000
0.70740 0.23612 0.00209 0.54368 0.10184 0.39145 0.06847 0.81173 0.15689 0.87069 0.10811 0.00000
0.42307 0.10733 0.20019 0.62400 0.26390 0.71027 0.16000 0.63951 0.16716 0.59294 0.21622 0.00000
0.49703 0.38959 0.00447 0.40025 0.21223 0.48759 0.09748 0.79557 0.12903 1.00000 0.10811 0.00000
0.29460 0.31868 0.27998 0.33860 0.38015 0.62523 0.06551 0.72155 0.23314 0.98587 0.16216 0.00000
0.53086 0.15739 0.16251 0.56015 0.19128 0.51874 0.11946 0.72755 0.14956 0.64738 0.24324 0.00000
0.57655 0.35194 0.00208 0.43050 0.16520 0.42105 0.12799 0.39693 0.52639 0.56382 0.16216 0.00000
0.51892 0.36415 0.00340 0.42008 0.19850 0.48393 0.12270 0.75333 0.14223 0.78260 0.13514 0.00000
0.68420 0.00781 0.07918 0.96428 0.11203 0.55929 0.15333 0.52393 0.24194 0.47080 0.13514 0.00000
0.90801 0.06664 0.04804 0.80479 0.02760 0.32552 0.13267 0.60976 0.24633 0.49079 0.29730 0.00000
0.73714 0.04066 0.06034 0.86767 0.08934 0.49788 0.07884 0.82713 0.10704 0.70315 0.13514 0.00000
0.64338 0.04476 0.12138 0.81314 0.13098 0.53419 0.12903 0.49740 0.25660 0.29049 0.35135 0.00000
0.75813 0.21654 0.00251 0.56738 0.08086 0.35979 0.22826 0.22374 0.48387 0.29808 0.29730 0.00000
0.41691 0.12524 0.46163 0.48215 0.26862 0.45849 0.16107 0.45620 0.27273 0.40372 0.13514 0.00000
0.40518 0.43059 0.24465 0.27575 0.27781 0.33680 0.12986 0.50188 0.22727 0.37596 0.16216 0.00000
0.89333 0.02369 0.04586 0.93308 0.03233 0.37423 0.21019 0.44738 0.25953 0.14422 0.48649 0.00000
0.91586 0.01340 0.04029 0.97423 0.02511 0.36707 0.16954 0.66976 0.13783 0.34857 0.27027 0.00000
0.48951 0.26229 0.16509 0.43262 0.21710 0.45595 0.14349 0.55374 0.28006 0.54042 0.18919 0.00000
0.26435 0.22775 0.29058 0.41647 0.41443 0.79874 0.07520 0.68916 0.14076 0.72953 0.05405 0.00000
0.64870 0.24819 0.00419 0.52853 0.12844 0.44138 0.10137 0.65135 0.18622 0.47243 0.10811 0.00000
0.48271 0.14198 0.18595 0.57197 0.22157 0.58374 0.12001 0.72265 0.15103 0.64595 0.24324 0.00000
0.73337 0.14573 0.04960 0.64133 0.09089 0.40823 0.14474 0.50276 0.35337 0.45114 0.27027 0.00000
0.55479 0.28803 0.01009 0.48327 0.17732 0.50849 0.06814 0.64243 0.23900 0.89220 0.27027 0.00000
0.70575 0.23612 0.00212 0.54365 0.10256 0.39319 0.07086 0.80712 0.15836 0.86945 0.10811 0.00000
0.42895 0.17157 0.20993 0.51718 0.25945 0.61124 0.08061 0.74969 0.13050 0.59607 0.18919 0.00000
0.65141 0.11405 0.15867 0.63358 0.12715 0.41688 0.16260 0.63531 0.17009 0.58300 0.21622 0.00000
0.57337 0.09550 0.15074 0.67380 0.16694 0.54236 0.09981 0.79055 0.13050 0.97328 0.13514 0.00000
0.39757 0.20753 0.19605 0.47790 0.28393 0.63774 0.08024 0.68203 0.14370 0.71832 0.05405 0.00000
0.28201 0.25721 0.26178 0.39803 0.39401 0.74742 0.06860 0.71649 0.23607 0.99718 0.16216 0.00000
0.39230 0.18077 0.22147 0.49972 0.28822 0.65351 0.12408 0.72031 0.15103 0.63982 0.24324 0.00000
0.57560 0.35206 0.00215 0.43039 0.16573 0.42208 0.13252 0.39146 0.53079 0.55378 0.16216 0.00000
0.68667 0.22075 0.00553 0.56026 0.11093 0.42679 0.14318 0.47351 0.40469 0.50488 0.29730 0.00000
0.60380 0.09895 0.05967 0.72223 0.15074 0.60165 0.11839 0.76263 0.13636 0.79135 0.16216 0.00000
0.65932 0.00000 0.07288 1.00000 0.12343 0.60095 0.15575 0.52235 0.24047 0.47460 0.13514 0.00000
0.84029 0.02521 0.06917 0.90997 0.05023 0.39559 0.12934 0.60904 0.24487 0.48696 0.29730 0.00000
0.65906 0.03070 0.10592 0.86549 0.12355 0.54374 0.12824 0.49423 0.25367 0.28701 0.35135 0.00000
0.75043 0.21621 0.00249 0.56781 0.08394 0.36787 0.22728 0.22343 0.48240 0.29300 0.29730 0.00000
0.83535 0.01126 0.16251 0.89145 0.05197 0.31390 0.16388 0.45451 0.27126 0.38382 0.16216 0.00000
0.75215 0.13397 0.16000 0.59817 0.08325 0.28893 0.13649 0.49485 0.23167 0.39170 0.16216 0.00000
0.62984 0.03142 0.07737 0.88368 0.13758 0.61313 0.21144 0.44400 0.26100 0.14501 0.48649 0.00000
0.82483 0.02603 0.06082 0.91356 0.05571 0.41883 0.08192 0.76890 0.18035 0.67965 0.10811 0.00000
0.89372 0.01435 0.04489 0.96697 0.03220 0.38065 0.17192 0.66549 0.13930 0.34097 0.27027 0.00000
0.52375 0.01694 0.22881 0.82996 0.19556 0.60382 0.13964 0.55427 0.27566 0.53337 0.18919 0.00000
0.77446 0.05530 0.06390 0.82334 0.07447 0.44191 0.10201 0.65328 0.18475 0.46878 0.10811 0.00000
0.83168 0.11662 0.01252 0.71810 0.05327 0.38425 0.20490 0.26691 0.38710 0.47808 0.27027 1.00000
0.69825 0.08513 0.09999 0.72613 0.10582 0.45484 0.17397 0.53745 0.16129 0.45111 0.24324 1.00000
0.15004 0.28166 0.61982 0.26863 0.58252 0.76015 0.13163 0.60926 0.16276 0.74576 0.43243 1.00000
0.44918 0.09904 0.20925 0.63506 0.24464 0.66422 0.23975 0.29971 0.27273 0.20233 0.32432 1.00000
0.45039 0.18070 0.12872 0.54416 0.24378 0.65259 0.18528 0.29284 0.27859 0.38265 0.05405 1.00000
0.96444 0.07827 0.00817 0.80490 0.01028 0.31250 0.26167 0.31789 0.21994 0.16645 0.27027 1.00000
0.42813 0.14282 0.46522 0.45543 0.26007 0.41859 0.16541 0.40097 0.24340 0.56886 0.21622 1.00000
0.35527 0.21073 0.26582 0.44464 0.32016 0.64203 0.16513 0.26559 0.40323 0.24066 0.62162 1.00000
0.59320 0.08692 0.14385 0.69568 0.15627 0.53254 0.21866 0.38236 0.21261 0.12650 0.78378 1.00000
0.56508 0.08014 0.15729 0.70261 0.17153 0.56306 0.19732 0.54665 0.12463 0.42128 0.18919 1.00000
0.33006 0.22155 0.20534 0.45773 0.34382 0.74467 0.18149 0.26502 0.34604 0.14704 0.24324 1.00000
0.55394 0.10416 0.14348 0.66070 0.17782 0.56748 0.16501 0.50504 0.16276 0.26914 0.18919 1.00000
0.20881 0.19978 0.40205 0.40645 0.48713 0.87567 0.11858 0.67385 0.08651 0.35846 0.54054 1.00000
0.69998 0.05172 0.10896 0.80213 0.10506 0.47505 0.20811 0.43903 0.15543 0.22422 0.29730 1.00000
0.53087 0.16846 0.44854 0.42744 0.19128 0.26086 0.18023 0.30623 0.36217 0.38161 0.62162 1.00000
0.37872 0.18712 0.19194 0.50490 0.29957 0.70335 0.19469 0.34409 0.27859 0.20037 0.70270 1.00000
0.44938 0.13110 0.14927 0.60865 0.24450 0.69208 0.17712 0.39928 0.21701 0.30225 0.40541 1.00000
0.17441 0.62296 0.33892 0.15989 0.54019 0.55868 0.14722 0.30566 0.31525 0.17685 0.27027 1.00000
0.13611 0.14471 0.68818 0.38511 0.60878 0.93726 0.18558 0.42120 0.18768 0.18373 1.00000 1.00000
0.53362 0.14351 0.16342 0.58095 0.18963 0.52991 0.18525 0.28989 0.28739 0.34595 0.18919 1.00000
0.01182 1.00000 0.66793 0.00000 0.95117 0.61184 0.14655 0.32294 0.35337 0.52540 0.67568 1.00000
0.48077 0.10457 0.16586 0.64745 0.22286 0.65260 0.19796 0.43939 0.26540 0.27823 0.56757 1.00000
0.51169 0.08506 0.14128 0.70118 0.20297 0.65354 0.15098 0.62102 0.15543 0.49061 0.43243 1.00000
0.84389 0.11620 0.01220 0.71914 0.04897 0.37374 0.20420 0.26606 0.38563 0.48049 0.27027 1.00000
0.61321 0.09148 0.12454 0.69738 0.14591 0.52276 0.17586 0.52959 0.16276 0.45381 0.24324 1.00000
0.41676 0.19902 0.14357 0.51275 0.26874 0.67154 0.13603 0.60567 0.16422 0.74818 0.43243 1.00000
0.52460 0.11607 0.19049 0.61309 0.19504 0.54597 0.24492 0.29333 0.27566 0.20541 0.32432 1.00000
0.33835 0.14386 0.27690 0.52674 0.33586 0.74976 0.18788 0.28391 0.28739 0.37585 0.05405 1.00000
0.82785 0.14821 0.00779 0.66386 0.05463 0.35999 0.26968 0.07381 0.52053 0.28597 0.24324 1.00000
0.96337 0.07877 0.00815 0.80372 0.01060 0.31291 0.26042 0.31220 0.22141 0.17613 0.27027 1.00000
0.26004 0.52927 0.23702 0.22708 0.41958 0.52359 0.16703 0.39562 0.24780 0.56483 0.21622 1.00000
0.35635 0.21984 0.27687 0.43018 0.31919 0.61779 0.16397 0.26096 0.40323 0.23629 0.62162 1.00000
0.56927 0.08335 0.13575 0.70819 0.16921 0.57738 0.21634 0.37912 0.21408 0.12787 0.78378 1.00000
0.62604 0.06522 0.11582 0.76272 0.13946 0.54303 0.19170 0.54290 0.12610 0.42422 0.18919 1.00000
0.52303 0.10165 0.17099 0.65029 0.19600 0.58498 0.16559 0.50221 0.16129 0.27055 0.18919 1.00000
0.69148 0.06196 0.14410 0.75311 0.10879 0.43827 0.20872 0.43698 0.15543 0.21394 0.29730 1.00000
0.39033 0.17452 0.19756 0.51891 0.28984 0.69071 0.19344 0.34157 0.27566 0.20203 0.70270 1.00000
0.59430 0.08778 0.15650 0.68654 0.15569 0.51674 0.15410 0.49764 0.17889 0.21749 0.59459 1.00000
0.26812 0.15284 0.19621 0.55031 0.40997 1.00000 0.17965 0.39704 0.21848 0.30375 0.40541 1.00000
0.14128 0.64318 0.33665 0.15317 0.59884 0.64305 0.15303 0.29889 0.31672 0.17217 0.27027 1.00000
0.93243 0.23205 0.06340 0.51396 0.01995 0.13140 0.19595 0.41144 0.19208 0.19151 1.00000 1.00000
0.37827 0.20202 0.24522 0.46315 0.29995 0.62907 0.18592 0.28574 0.28886 0.33556 0.18919 1.00000
0.12080 0.61748 0.32703 0.16495 0.63966 0.74692 0.14884 0.31953 0.35337 0.53066 0.67568 1.00000
0.52473 0.10526 0.16299 0.64769 0.19497 0.58704 0.19689 0.43860 0.26540 0.27735 0.56757 1.00000
0.48621 0.08026 0.15048 0.70633 0.21927 0.68890 0.15263 0.61949 0.15396 0.48354 0.43243 1.00000
0.84759 0.12318 0.00498 0.71061 0.04768 0.37143 0.24700 0.37856 0.24047 0.06048 0.51351 2.00000
0.75544 0.15789 0.00788 0.64784 0.08194 0.42005 0.17238 0.35605 0.26393 0.00000 0.43243 2.00000
0.71584 0.25804 0.13510 0.45032 0.09823 0.22206 0.20414 0.27796 0.32405 0.10581 0.35135 2.00000
0.77059 0.16894 0.00635 0.63142 0.07597 0.39441 0.13472 0.10160 0.56158 0.19240 0.40541 2.00000
0.32838 0.67017 0.39365 0.13027 0.34546 0.14982 0.14086 0.19120 0.44135 0.26819 0.24324 2.00000
0.78759 0.16693 0.00345 0.63639 0.06944 0.38320 0.18568 0.03918 0.79326 0.28221 0.35135 2.00000
0.70572 0.02234 0.08267 0.90951 0.10257 0.52120 0.16559 0.49421 0.17889 0.29889 0.32432 2.00000
1.00000 0.08540 0.11887 0.71386 0.00000 0.16784 0.17837 0.22184 0.41349 0.11269 0.89189 2.00000
0.63389 0.03594 0.09968 0.85369 0.13559 0.57800 0.13985 0.29789 0.30938 0.38521 0.27027 2.00000
0.77079 0.14110 0.00481 0.67803 0.07589 0.42644 0.18629 0.35833 0.31818 0.12587 0.56757 2.00000
0.76068 0.07819 0.05431 0.77207 0.07986 0.44540 0.12897 0.45482 0.20674 0.07857 0.56757 2.00000
0.57289 0.04229 0.10705 0.82980 0.16720 0.64600 0.16480 0.37128 0.21994 0.15819 0.40541 2.00000
0.30520 0.01242 0.43344 0.73636 0.36889 0.81339 0.18081 0.35092 0.27419 0.19892 0.40541 2.00000
0.79763 0.11248 0.00736 0.72991 0.06566 0.42736 0.11922 0.42110 0.26246 0.26152 0.35135 2.00000
0.81564 0.12965 0.00371 0.69935 0.05903 0.39595 0.09412 0.35005 0.31232 0.27003 0.32432 2.00000
0.32470 0.22498 0.36492 0.39236 0.34906 0.59214 0.20246 0.17537 0.50587 0.17268 0.45946 2.00000
0.69250 0.06331 0.08965 0.78459 0.10834 0.49416 0.17467 0.40901 0.23607 0.17608 0.67568 2.00000
0.87426 0.01386 0.04710 0.96700 0.03861 0.39578 0.17693 0.25431 0.40323 0.15470 0.43243 2.00000
0.65690 0.16972 0.00941 0.62826 0.12456 0.51438 0.17742 0.33810 0.29619 0.26305 0.43243 2.00000
0.77213 0.01471 0.05153 0.96035 0.07537 0.48945 0.16312 0.47209 0.20968 0.29215 0.18919 2.00000
0.77622 0.15068 0.00532 0.66134 0.07379 0.40990 0.16217 0.18454 0.47067 0.26801 0.51351 2.00000
0.74035 0.18937 0.00293 0.60347 0.08803 0.40685 0.12506 0.04454 0.63490 0.25638 0.29730 2.00000
0.84395 0.12527 0.00397 0.70735 0.04895 0.37375 0.12976 0.36551 0.33284 0.27376 0.40541 2.00000
0.74413 0.09056 0.05063 0.74630 0.08649 0.45449 0.16287 0.41704 0.21554 0.11815 0.54054 2.00000
0.84511 0.12277 0.00499 0.71140 0.04855 0.37412 0.24856 0.37578 0.24047 0.05398 0.51351 2.00000
0.76434 0.15798 0.00760 0.64787 0.07841 0.41120 0.17296 0.35050 0.26393 0.00270 0.43243 2.00000
0.41585 0.52416 0.44125 0.17392 0.26944 0.09505 0.20359 0.27655 0.32111 0.10506 0.35135 2.00000
0.73839 0.08712 0.05445 0.75137 0.08883 0.45972 0.18014 0.43073 0.17302 0.02513 0.35135 2.00000
0.74495 0.16247 0.00762 0.64067 0.08616 0.42618 0.14377 0.18599 0.44575 0.27458 0.24324 2.00000
0.78463 0.16698 0.00346 0.63631 0.07057 0.38603 0.19130 0.03318 0.80499 0.27642 0.35135 2.00000
0.68612 0.01782 0.07004 0.93466 0.11118 0.56174 0.16391 0.48823 0.17889 0.30037 0.32432 2.00000
0.60630 0.09965 0.87663 0.39900 0.14945 0.00000 0.17333 0.21912 0.41202 0.10271 0.89189 2.00000
0.77295 0.14140 0.00473 0.67756 0.07505 0.42401 0.18060 0.35623 0.31818 0.12730 0.56757 2.00000
0.74054 0.07910 0.05475 0.76960 0.08795 0.46517 0.12445 0.45126 0.20674 0.08727 0.56757 2.00000
0.68736 0.06236 0.06710 0.80237 0.11062 0.52673 0.16529 0.36866 0.22141 0.16248 0.40541 2.00000
0.71039 0.06911 0.10465 0.76035 0.10056 0.45215 0.17595 0.35045 0.27126 0.18535 0.40541 2.00000
0.80750 0.11235 0.00727 0.73023 0.06201 0.41792 0.12084 0.41254 0.26833 0.26473 0.35135 2.00000
0.82236 0.12936 0.00366 0.69993 0.05660 0.38993 0.09862 0.34781 0.31525 0.25547 0.32432 2.00000
0.77199 0.08256 0.07820 0.74588 0.07542 0.40311 0.17057 0.40562 0.23314 0.17609 0.67568 2.00000
0.55310 0.01384 0.08249 0.93939 0.17829 0.72746 0.17635 0.25343 0.40176 0.14797 0.43243 2.00000
0.67943 0.16970 0.00948 0.62824 0.11418 0.48775 0.18121 0.33254 0.30059 0.25051 0.43243 2.00000
0.86961 0.02696 0.04467 0.92296 0.04016 0.39449 0.15761 0.47004 0.20528 0.28924 0.18919 2.00000
0.76694 0.15025 0.00547 0.66196 0.07740 0.41956 0.16480 0.17914 0.47507 0.26879 0.51351 2.00000
0.73815 0.18891 0.00296 0.60411 0.08892 0.40959 0.13047 0.03565 0.64516 0.25093 0.29730 2.00000
0.85261 0.12519 0.00400 0.70748 0.04595 0.36592 0.12940 0.36348 0.33284 0.28544 0.37838 2.00000
0.75204 0.15436 0.00304 0.65675 0.08329 0.43324 0.03894 0.92528 0.03666 0.69614 0.24324 3.00000
0.71975 0.18173 0.00311 0.61434 0.09657 0.43687 0.00128 0.74932 0.12463 0.74461 0.27027 3.00000
0.14179 0.18060 0.65567 0.35152 0.59789 0.89356 0.01412 0.89883 0.05718 0.72895 0.18919 3.00000
0.00175 0.71437 0.95679 0.02200 0.99252 0.69824 0.04142 1.00000 0.00147 0.42259 0.32432 3.00000
0.73072 0.15707 0.00532 0.65082 0.09199 0.44998 0.05380 0.71711 0.13490 0.72352 0.00000 3.00000
0.70676 0.20399 0.00398 0.58279 0.10212 0.42511 0.08278 0.75206 0.08798 0.55335 0.16216 3.00000
0.72423 0.21037 0.00164 0.57583 0.09469 0.40218 0.06092 0.51404 0.22287 0.49140 0.27027 3.00000
0.66554 0.04676 0.13097 0.80128 0.12053 0.49532 0.04252 0.61246 0.15396 0.36520 0.24324 3.00000
0.79712 0.15332 0.00397 0.65786 0.06585 0.38805 0.03714 0.83497 0.06891 0.59683 0.27027 3.00000
0.75115 0.13368 0.00622 0.69028 0.08365 0.45318 0.08990 0.38438 0.40029 0.50172 0.29730 3.00000
0.78352 0.13328 0.00443 0.69222 0.07099 0.42256 0.04032 0.78268 0.08358 0.58463 0.29730 3.00000
0.72649 0.19952 0.00229 0.58983 0.09374 0.41093 0.06270 0.48051 0.29619 0.45208 0.27027 3.00000
0.77904 0.05393 0.09857 0.80311 0.07270 0.40077 0.10143 0.60740 0.15689 0.43337 0.27027 3.00000
0.77773 0.18399 0.00000 0.61303 0.07321 0.37840 0.04286 0.54113 0.27273 0.45765 0.18919 3.00000
0.74267 0.18065 0.00328 0.61580 0.08708 0.41363 0.03934 0.84659 0.06012 0.55119 0.32432 3.00000
0.56067 0.01520 0.21976 0.84122 0.17400 0.56110 0.01764 0.63296 0.19941 0.55426 0.27027 3.00000
0.67242 0.19579 0.00716 0.59191 0.11736 0.46896 0.05894 0.60881 0.21848 0.43551 0.18919 3.00000
0.73104 0.15125 0.00307 0.66188 0.09185 0.45886 0.02852 0.76332 0.15836 0.88610 0.18919 3.00000
0.77382 0.17193 0.00218 0.62953 0.07472 0.39281 0.05946 0.66907 0.13930 0.54699 0.13514 3.00000
0.76408 0.11524 0.11131 0.65805 0.07851 0.34361 0.02910 0.63459 0.17595 0.65483 0.05405 3.00000
0.84296 0.16634 0.00082 0.63902 0.04930 0.33499 0.04176 0.61346 0.25806 0.35361 0.18919 3.00000
0.76243 0.15922 0.00250 0.64920 0.07917 0.41782 0.02109 0.79146 0.12170 0.59322 0.13514 3.00000
0.75018 0.15414 0.00309 0.65707 0.08404 0.43535 0.03962 0.92248 0.03812 0.71644 0.24324 3.00000
0.71656 0.18216 0.00327 0.61361 0.09793 0.43966 0.00000 0.75407 0.12023 0.74697 0.27027 3.00000
0.17568 0.32243 0.40244 0.29645 0.53811 0.81566 0.01113 0.89673 0.05718 0.73834 0.18919 3.00000
0.00000 0.72452 1.00000 0.01414 1.00000 0.67254 0.04292 0.99755 0.00000 0.44094 0.32432 3.00000
0.73143 0.15729 0.00539 0.65042 0.09169 0.44890 0.05420 0.71677 0.13490 0.72306 0.00000 3.00000
0.71093 0.20426 0.00396 0.58244 0.10032 0.42032 0.07719 0.74970 0.08504 0.56124 0.16216 3.00000
0.72513 0.21088 0.00168 0.57514 0.09432 0.40063 0.06040 0.51196 0.22287 0.49049 0.27027 3.00000
0.38111 0.02508 0.44906 0.69203 0.29754 0.63081 0.04069 0.60955 0.15543 0.37606 0.24324 3.00000
0.75184 0.00918 0.06434 0.97074 0.08338 0.49928 0.06881 0.75982 0.06158 0.39902 0.27027 3.00000
0.79637 0.15338 0.00388 0.65781 0.06614 0.38882 0.03485 0.83200 0.06745 0.60235 0.27027 3.00000
0.74615 0.13362 0.00627 0.69034 0.08567 0.45844 0.08871 0.38768 0.39296 0.52740 0.29730 3.00000
0.78645 0.13348 0.00439 0.69187 0.06987 0.41948 0.03794 0.77739 0.08358 0.54087 0.29730 3.00000
0.72513 0.19953 0.00224 0.58984 0.09431 0.41241 0.06163 0.47698 0.29619 0.48638 0.27027 3.00000
0.69622 0.19392 0.00539 0.59558 0.10670 0.44623 0.06328 0.62093 0.27859 0.66284 0.13514 3.00000
0.81511 0.05562 0.09254 0.80264 0.05922 0.37074 0.09993 0.60782 0.15543 0.42773 0.27027 3.00000
0.74723 0.18069 0.00314 0.61583 0.08523 0.40903 0.03794 0.84458 0.06012 0.52428 0.32432 3.00000
0.63212 0.06138 0.11840 0.77069 0.13646 0.53626 0.01764 0.63212 0.19501 0.54867 0.27027 3.00000
0.56782 0.30770 0.18126 0.38460 0.17000 0.28968 0.02271 0.83447 0.05718 0.56102 0.24324 3.00000
0.73066 0.15124 0.00300 0.66193 0.09201 0.45936 0.02601 0.76465 0.15396 0.89807 0.18919 3.00000
