0.06847 0.64403 0.23754 0.89453 0.27027 0.00000
0.06847 0.81173 0.15689 0.87069 0.10811 0.00000
0.16000 0.63951 0.16716 0.59294 0.21622 0.00000
0.09748 0.79557 0.12903 1.00000 0.10811 0.00000
0.06551 0.72155 0.23314 0.98587 0.16216 0.00000
0.11946 0.72755 0.14956 0.64738 0.24324 0.00000
0.12799 0.39693 0.52639 0.56382 0.16216 0.00000
0.12270 0.75333 0.14223 0.78260 0.13514 0.00000
0.15333 0.52393 0.24194 0.47080 0.13514 0.00000
0.13267 0.60976 0.24633 0.49079 0.29730 0.00000
0.07884 0.82713 0.10704 0.70315 0.13514 0.00000
0.12903 0.49740 0.25660 0.29049 0.35135 0.00000
0.22826 0.22374 0.48387 0.29808 0.29730 0.00000
0.16107 0.45620 0.27273 0.40372 0.13514 0.00000
0.12986 0.50188 0.22727 0.37596 0.16216 0.00000
0.21019 0.44738 0.25953 0.14422 0.48649 0.00000
0.16954 0.66976 0.13783 0.34857 0.27027 0.00000
0.14349 0.55374 0.28006 0.54042 0.18919 0.00000
0.07520 0.68916 0.14076 0.72953 0.05405 0.00000
0.10137 0.65135 0.18622 0.47243 0.10811 0.00000
0.12001 0.72265 0.15103 0.64595 0.24324 0.00000
0.14474 0.50276 0.35337 0.45114 0.27027 0.00000
0.06814 0.64243 0.23900 0.89220 0.27027 0.00000
0.07086 0.80712 0.15836 0.86945 0.10811 0.00000
0.08061 0.74969 0.13050 0.59607 0.18919 0.00000
0.16260 0.63531 0.17009 0.58300 0.21622 0.00000
0.09981 0.79055 0.13050 0.97328 0.13514 0.00000
0.08024 0.68203 0.14370 0.71832 0.05405 0.00000
0.06860 0.71649 0.23607 0.99718 0.16216 0.00000
0.12408 0.72031 0.15103 0.63982 0.24324 0.00000
0.13252 0.39146 0.53079 0.55378 0.16216 0.00000
0.14318 0.47351 0.40469 0.50488 0.29730 0.00000
0.11839 0.76263 0.13636 0.79135 0.16216 0.00000
0.15575 0.52235 0.24047 0.47460 0.13514 0.00000
0.12934 0.60904 0.24487 0.48696 0.29730 0.00000
0.12824 0.49423 0.25367 0.28701 0.35135 0.00000
0.22728 0.22343 0.48240 0.29300 0.29730 0.00000
0.16388 0.45451 0.27126 0.38382 0.16216 0.00000
0.13649 0.49485 0.23167 0.39170 0.16216 0.00000
0.21144 0.44400 0.26100 0.14501 0.48649 0.00000
0.08192 0.76890 0.18035 0.67965 0.10811 0.00000
0.17192 0.66549 0.13930 0.34097 0.27027 0.00000
0.13964 0.55427 0.27566 0.53337 0.18919 0.00000
0.10201 0.65328 0.18475 0.46878 0.10811 0.00000
0.20490 0.26691 0.38710 0.47808 0.27027 1.00000
0.17397 0.53745 0.16129 0.45111 0.24324 1.00000
0.13163 0.60926 0.16276 0.74576 0.43243 1.00000
0.23975 0.29971 0.27273 0.20233 0.32432 1.00000
0.18528 0.29284 0.27859 0.38265 0.05405 1.00000
0.26167 0.31789 0.21994 0.16645 0.27027 1.00000
0.16541 0.40097 0.24340 0.56886 0.21622 1.00000
0.16513 0.26559 0.40323 0.24066 0.62162 1.00000
0.21866 0.38236 0.21261 0.12650 0.78378 1.00000
0.19732 0.54665 0.12463 0.42128 0.18919 1.00000
0.18149 0.26502 0.34604 0.14704 0.24324 1.00000
0.16501 0.50504 0.16276 0.26914 0.18919 1.00000
0.11858 0.67385 0.08651 0.35846 0.54054 1.00000
0.20811 0.43903 0.15543 0.22422 0.29730 1.00000
0.18023 0.30623 0.36217 0.38161 0.62162 1.00000
0.19469 0.34409 0.27859 0.20037 0.70270 1.00000
0.17712 0.39928 0.21701 0.30225 0.40541 1.00000
0.14722 0.30566 0.31525 0.17685 0.27027 1.00000
0.18558 0.42120 0.18768 0.18373 1.00000 1.00000
0.18525 0.28989 0.28739 0.34595 0.18919 1.00000
0.14655 0.32294 0.35337 0.52540 0.67568 1.00000
0.19796 0.43939 0.26540 0.27823 0.56757 1.00000
0.15098 0.62102 0.15543 0.49061 0.43243 1.00000
0.20420 0.26606 0.38563 0.48049 0.27027 1.00000
0.17586 0.52959 0.16276 0.45381 0.24324 1.00000
0.13603 0.60567 0.16422 0.74818 0.43243 1.00000
0.24492 0.29333 0.27566 0.20541 0.32432 1.00000
0.18788 0.28391 0.28739 0.37585 0.05405 1.00000
0.26968 0.07381 0.52053 0.28597 0.24324 1.00000
0.26042 0.31220 0.22141 0.17613 0.27027 1.00000
0.16703 0.39562 0.24780 0.56483 0.21622 1.00000
0.16397 0.26096 0.40323 0.23629 0.62162 1.00000
0.21634 0.37912 0.21408 0.12787 0.78378 1.00000
0.19170 0.54290 0.12610 0.42422 0.18919 1.00000
0.16559 0.50221 0.16129 0.27055 0.18919 1.00000
0.20872 0.43698 0.15543 0.21394 0.29730 1.00000
0.19344 0.34157 0.27566 0.20203 0.70270 1.00000
0.15410 0.49764 0.17889 0.21749 0.59459 1.00000
0.17965 0.39704 0.21848 0.30375 0.40541 1.00000
0.15303 0.29889 0.31672 0.17217 0.27027 1.00000
0.19595 0.41144 0.19208 0.19151 1.00000 1.00000
0.18592 0.28574 0.28886 0.33556 0.18919 1.00000
0.14884 0.31953 0.35337 0.53066 0.67568 1.00000
0.19689 0.43860 0.26540 0.27735 0.56757 1.00000
0.15263 0.61949 0.15396 0.48354 0.43243 1.00000
0.24700 0.37856 0.24047 0.06048 0.51351 2.00000
0.17238 0.35605 0.26393 0.00000 0.43243 2.00000
0.20414 0.27796 0.32405 0.10581 0.35135 2.00000
0.13472 0.10160 0.56158 0.19240 0.40541 2.00000
0.14086 0.19120 0.44135 0.26819 0.24324 2.00000
0.18568 0.03918 0.79326 0.28221 0.35135 2.00000
0.16559 0.49421 0.17889 0.29889 0.32432 2.00000
0.17837 0.22184 0.41349 0.11269 0.89189 2.00000
0.13985 0.29789 0.30938 0.38521 0.27027 2.00000
0.18629 0.35833 0.31818 0.12587 0.56757 2.00000
0.12897 0.45482 0.20674 0.07857 0.56757 2.00000
0.16480 0.37128 0.21994 0.15819 0.40541 2.00000
