0.18081 0.35092 0.27419 0.19892 0.40541 2.00000
0.11922 0.42110 0.26246 0.26152 0.35135 2.00000
0.09412 0.35005 0.31232 0.27003 0.32432 2.00000
0.20246 0.17537 0.50587 0.17268 0.45946 2.00000
0.17467 0.40901 0.23607 0.17608 0.67568 2.00000
0.17693 0.25431 0.40323 0.15470 0.43243 2.00000
0.17742 0.33810 0.29619 0.26305 0.43243 2.00000
0.16312 0.47209 0.20968 0.29215 0.18919 2.00000
0.16217 0.18454 0.47067 0.26801 0.51351 2.00000
0.12506 0.04454 0.63490 0.25638 0.29730 2.00000
0.12976 0.36551 0.33284 0.27376 0.40541 2.00000
0.16287 0.41704 0.21554 0.11815 0.54054 2.00000
0.24856 0.37578 0.24047 0.05398 0.51351 2.00000
0.17296 0.35050 0.26393 0.00270 0.43243 2.00000
0.20359 0.27655 0.32111 0.10506 0.35135 2.00000
0.18014 0.43073 0.17302 0.02513 0.35135 2.00000
0.14377 0.18599 0.44575 0.27458 0.24324 2.00000
0.19130 0.03318 0.80499 0.27642 0.35135 2.00000
0.16391 0.48823 0.17889 0.30037 0.32432 2.00000
0.17333 0.21912 0.41202 0.10271 0.89189 2.00000
0.18060 0.35623 0.31818 0.12730 0.56757 2.00000
0.12445 0.45126 0.20674 0.08727 0.56757 2.00000
0.16529 0.36866 0.22141 0.16248 0.40541 2.00000
0.17595 0.35045 0.27126 0.18535 0.40541 2.00000
0.12084 0.41254 0.26833 0.26473 0.35135 2.00000
0.09862 0.34781 0.31525 0.25547 0.32432 2.00000
0.17057 0.40562 0.23314 0.17609 0.67568 2.00000
0.17635 0.25343 0.40176 0.14797 0.43243 2.00000
0.18121 0.33254 0.30059 0.25051 0.43243 2.00000
0.15761 0.47004 0.20528 0.28924 0.18919 2.00000
0.16480 0.17914 0.47507 0.26879 0.51351 2.00000
0.13047 0.03565 0.64516 0.25093 0.29730 2.00000
0.12940 0.36348 0.33284 0.28544 0.37838 2.00000
0.03894 0.92528 0.03666 0.69614 0.24324 3.00000
0.00128 0.74932 0.12463 0.74461 0.27027 3.00000
0.01412 0.89883 0.05718 0.72895 0.18919 3.00000
0.04142 1.00000 0.00147 0.42259 0.32432 3.00000
0.05380 0.71711 0.13490 0.72352 0.00000 3.00000
0.08278 0.75206 0.08798 0.55335 0.16216 3.00000
0.06092 0.51404 0.22287 0.49140 0.27027 3.00000
0.04252 0.61246 0.15396 0.36520 0.24324 3.00000
0.03714 0.83497 0.06891 0.59683 0.27027 3.00000
0.08990 0.38438 0.40029 0.50172 0.29730 3.00000
0.04032 0.78268 0.08358 0.58463 0.29730 3.00000
0.06270 0.48051 0.29619 0.45208 0.27027 3.00000
0.10143 0.60740 0.15689 0.43337 0.27027 3.00000
0.04286 0.54113 0.27273 0.45765 0.18919 3.00000
0.03934 0.84659 0.06012 0.55119 0.32432 3.00000
0.01764 0.63296 0.19941 0.55426 0.27027 3.00000
0.05894 0.60881 0.21848 0.43551 0.18919 3.00000
0.02852 0.76332 0.15836 0.88610 0.18919 3.00000
0.05946 0.66907 0.13930 0.54699 0.13514 3.00000
0.02910 0.63459 0.17595 0.65483 0.05405 3.00000
0.04176 0.61346 0.25806 0.35361 0.18919 3.00000
0.02109 0.79146 0.12170 0.59322 0.13514 3.00000
0.03962 0.92248 0.03812 0.71644 0.24324 3.00000
0.00000 0.75407 0.12023 0.74697 0.27027 3.00000
0.01113 0.89673 0.05718 0.73834 0.18919 3.00000
0.04292 0.99755 0.00000 0.44094 0.32432 3.00000
0.05420 0.71677 0.13490 0.72306 0.00000 3.00000
0.07719 0.74970 0.08504 0.56124 0.16216 3.00000
0.06040 0.51196 0.22287 0.49049 0.27027 3.00000
0.04069 0.60955 0.15543 0.37606 0.24324 3.00000
0.06881 0.75982 0.06158 0.39902 0.27027 3.00000
0.03485 0.83200 0.06745 0.60235 0.27027 3.00000
0.08871 0.38768 0.39296 0.52740 0.29730 3.00000
0.03794 0.77739 0.08358 0.54087 0.29730 3.00000
0.06163 0.47698 0.29619 0.48638 0.27027 3.00000
0.06328 0.62093 0.27859 0.66284 0.13514 3.00000
0.09993 0.60782 0.15543 0.42773 0.27027 3.00000
0.03794 0.84458 0.06012 0.52428 0.32432 3.00000
0.01764 0.63212 0.19501 0.54867 0.27027 3.00000
0.02271 0.83447 0.05718 0.56102 0.24324 3.00000
0.02601 0.76465 0.15396 0.89807 0.18919 3.00000
0.05762 0.66760 0.13783 0.58892 0.13514 3.00000
0.02516 0.63178 0.17889 0.66673 0.05405 3.00000
0.04552 0.58680 0.28592 0.35846 0.18919 3.00000
0.01321 0.79391 0.11730 0.60116 0.13514 3.00000
1.00000 0.00000 1.00000 0.36595 0.37838 0.00000
